text	text_1	label
what are all of the ingredients for brownies from scratch	What are the ingredients for making chocolate cakes from scratch	ingredients_list
how do i cook boiled eggs	How do I cook eggs	recipe
how can i improve my credit score	How to improve my credit score	improve_credit_score
i need a new card because my dog chewed on it and now it does not work	I need a new card because my dog bit it and now it doesn't work	damaged_card
maybe it does	Maybe it is	maybe
how can i get new insurance	How can I get new insurance	insurance_change
don't make too much noise	Don't make too much noise	whisper_mode
2 cups of grapes have how many calories	How many calories are there in 2 cups of grapes	calories
change your name setting to plato	Change your name to Plato	change_ai_name
increase volume to 4	Increase the volume to 4	change_volume
set an alarm for 6 am tomorrow	Set the alarm clock for six tomorrow morning	alarm
i wish to cancel my reservation for fred at red robin	I'd like to cancel my reservation for Fred at Red Robin	cancel_reservation
how much is my credit score	What's my credit score	credit_score
let me know what subjects you comprehend well	Let me know what subjects you understand well	what_can_i_ask_you
can you show me the dictionary definition of ajar	Can you show me the definition of micro opening in the dictionary	definition
i need meeting rooms between 9:00 am and 11:00 am, are there any available	I need a meeting room between 9 a.m. and 11 a.m. is there anything free	schedule_meeting
flip a coin, you win with heads	Toss a coin and you win	flip_coin
can you tell me about the nutrients in jello	Can you tell me the nutrition in jelly	nutrition_info
can you complete an application for a new credit card for me	Can you apply for a new credit card for me	new_card
how long will it take to make an omelet	How long does the omelet take	cook_time
i'd like the number for my credit score	I want to know my credit score	credit_score
am i almost due for a tire change	Is it time for me to change the tire	tire_change
do they take reservations at carrabbas	Do they have a reservation in Carabas	accept_reservations
can you use a different accent	Can you use a different accent	change_accent
please tell me how to submit a vacation request	Please tell me how to submit a leave application	pto_request
what shots do i need before heading to france	What photos do I need to take before I go to France	vaccines
do you know of any good mexican restaurants in seattle	Do you know any good Mexican restaurants in Seattle	restaurant_suggestion
use delta to book me a flight from dallas to pittsburgh	Use delta to book me a ticket from Dallas To Pittsburgh	book_flight
will you please confirm my reservation for march 11 at 6:30 pm	Would you please confirm my reservation at 6:30 p.m. on March 11	confirm_reservation
are there a lot of calories in muffins	Are there many calories in muffins	calories
provide assistance by setting an alarm at 8:00 and another for 11:00	Help by setting alarms at 8:00 and 11:00	alarm
transfer 100 dollars between checking and savings	Transfer $100 between check and savings	transfer
do you have the date	Do you have a date	date
how do i locate my credit rating	How to determine my credit rating	credit_score
what's the routing number for my current savings	What is the routing number of my current account	routing
what do i need to make a cake	What do you need to make a cake	ingredients_list
how long to wait before dining in restaurant beta	How long does it take to eat at beta	how_busy
my card has purchases i don't recognize	There's something on my card that I don't know	report_fraud
your help is appreciated	Thanks for your help	thank_you
today's date is what exactly	What day is today?	date
what's your birthplace	Where is your birthplace	where_are_you_from
how would you convert yards to inches	How do you convert yards into inches	measurement_conversion
